Signature,Raag,Thaat,Prahar,Aaroha,Avroha,Vadi,Samvadi,Pakad,Jati,AS,AR,AG,AM,AP,AD,AN,VS,VR,VG,VM,VP,VD,VN,coeff,P,V,S,coeff2,BS,BR,BG,BM,BP,BD,BN
85,Jogkauns,Bhairavi,7 (12am - 3am),S - G - m - P - G - m - d - N - S',S' - N - d - P - Pdnd m - mP - G - m - (S)g - S,m,S,GmdNS' - (N)d P - Pdnd m - mP GM (S)g S,Audav - Shadav,H,A,H,H,H,K,H,H,A,B,H,H,K,B,3.0714,7,2,1,1.5,H,A,B,H,H,K,B
104,"Kanada, Kaunsi",Bhairavi,7 (12am - 3am),"N - S - m, g - m - d - n - S'","S' - n - d - m, P - m - g - R, g - m - R - S",m,S,,Audav - Sampoorna,H,A,K,H,A,K,B,H,H,K,H,H,K,K,3.3077,7,2,1,1.5,H,H,K,H,H,K,B
139,Malkauns,Bhairavi,7 (12am - 3am),S - g - m - d - n - S',S' - n - d - m - g - S,m,S,d'nS m - gmd gmg - 'nS,Audav - Audav,H,A,K,H,A,K,K,H,A,K,H,A,K,K,3,7,2,1,1.5,H,A,K,H,A,K,K
140,"Malkauns, Pancham",Bhairavi,7 (12am - 3am),S - g - m - d - n - S',S' - n - d - n - d - m - P - g - m - g - S,m,S,d - n - d - m - P - g - m - g - S,Audav - Shadav,H,A,K,H,A,K,K,H,A,K,H,H,K,K,2.9091,7,2,1,1.5,H,A,K,H,H,K,K
141,"Malkauns, Sampoorna",Bhairavi,7 (12am - 3am),S - (m)g - m - (n)d - n - S',"S' - n - (n)d - m - (m)g, m - P - m - g, (S)'n - R - S",m,S,"S - (m)g - S - R - S, m - d - n - d - m - g, m - P - m - g - S - R - S, S' - n - d, m - P - m - g, S",Audav - Sampoorna,H,A,K,H,A,K,K,H,H,K,H,H,K,K,3.0833,7,2,1,1.5,H,H,K,H,H,K,K
374,Chandrakauns (Bhairavi Ang or  Agra Gharane Ka) / Daras Kauns,Bhairavi,7 (12am - 3am),n - S - g - m - d - n - S',S' - n - d - m - P - m - g - r - S,m,S,n - d - m - P - g - r - S,Audav - Sampoorna,H,A,K,H,A,K,K,H,K,K,H,H,K,K,3.1667,7,2,1,1.5,H,K,K,H,H,K,K
411,Kaunsi,Bhairavi,7 (12am - 3am),S - G - m - d - N - S',S' - N - d - P - m - Gm Sg - S,m,S,Gm Sg S - Gm dP m,Audav - Shadav,H,A,H,H,A,K,H,H,A,B,H,H,K,H,3,7,2,1,1.5,H,A,B,H,H,K,H
551,Malav,Bhairavi,7 (12am - 3am),S - G - m - d - n - S',S' - n - d - P D D n D P m G m - G m g - g S,m,S,S' n d - PDDn DPmGm - g S,Audav - Shadav,H,A,H,H,A,K,K,H,A,B,H,H,B,K,2.9231,7,2,1,1.5,H,A,B,H,H,B,K
271,Jairaj,Bilawal,7 (12am - 3am),"S - R - m - P, m - D - N - S'","S' - D - P - M, D - P, m - R - S",m,S,,Shadav - Audav,H,H,A,H,H,H,H,H,H,A,B,H,H,A,3.4167,7,2,1,1.5,H,H,A,B,H,H,H
280,Bhavani,Bilawal,7 (12am - 3am),S - R - m - D - S',"S' - D - m, R - S",m,S,R - m - D - m - R - S,Mishra/Sankeerna,H,H,A,H,A,H,A,H,H,A,H,A,H,A,3,7,2,1,1.5,H,H,A,H,A,H,A
284,"Ranjani, Ras",Bilawal,7 (12am - 3am),S - R - m - D - N - S',"S', N, D, m, D - m - R - S",m,S,,Audav - Audav,H,H,A,H,A,H,H,H,H,A,H,A,H,H,3.6,7,2,1,1.5,H,H,A,H,A,H,H
592,Swanandi,Bilawal,7 (12am - 3am),S - G - m - D - N - S',S' - N - D - P - m - P - G - (P)R - S,m,S,D'NSG- mP - DNP Dm PG mP R S,Vakra,H,A,H,H,A,H,H,H,H,H,H,H,H,H,3.25,7,2,1,1.5,H,H,H,H,H,H,H
11,Bageshree,Kafi,7 (12am - 3am),S - g - m - D - n - S',"S' - n - D - m, m - P - D - m - g, R - S",m,S,"D'nS m - gRS, nD mPD mg - mgRS",Audav - Sampoorna,H,A,K,H,A,H,K,H,H,K,H,H,H,K,3.25,7,2,1,1.5,H,H,K,H,H,H,K
12,Bahar,Kafi,7 (12am - 3am),"n - S - m, P - g - m, m - n - D - N - S'",S' - n - P - m - P - g - m - R - S,m,S,Sm - mPgm - mnDNS',Shadav - Sampoorna,H,A,K,H,H,H,B,H,H,K,H,H,A,K,3.3077,7,2,1,1.5,H,H,K,H,H,H,B
83,Jog,Kafi,7 (12am - 3am),S - G - m - P - N - S',S' - n - P - m - G - m - g - S - g - S,m,S,SG - Gm - Sg 'ngS,Audav - Audav,H,A,H,H,H,A,H,H,A,B,H,H,A,K,2.8182,7,2,1,1.5,H,A,B,H,H,A,B
297,"Ranjani, Shree",Kafi,7 (12am - 3am),S - g - m - D - n - S',S' - n - D - m - g - R - S,m,S,,Audav - Shadav,H,A,K,H,A,H,K,H,H,K,H,A,H,K,3.3636,7,2,1,1.5,H,H,K,H,A,H,K
363,"Basant, Kanak",Kafi,7 (12am - 3am),S - R - m - P - n - S',S' - n - P - m - g - R - m - g - S,m,S,,Audav - Shadav,H,H,A,H,H,A,K,H,H,K,H,H,A,K,3.0909,7,2,1,1.5,H,H,K,H,H,A,K
478,"Bahar, Bhavani",Kafi,7 (12am - 3am),"S - R - m - P - D, m - n - D - N - S'","S' - N - P, m - P - D, m - P - G - m - R - S",m,S,"S - R - m - P - D, m - n - D - N - S', n - P - G - m - R - S, R - 'N - S - m - P",Mishra/Sankeerna,H,H,A,H,H,H,B,H,H,H,H,H,H,H,3.4286,7,2,1,1.5,H,H,H,H,H,H,B
502,"Bahar, Anandi",Kafi,7 (12am - 3am),NSGm P - mgm - n DN S',S' - DNS' nP - PDN DP - DMP - GmP - nPmP gm gmP R - S,m,S,Sm - mPgm - PDN PD MP GmP - mn DNS',Mishra/Sankeerna,H,A,B,H,H,H,B,H,H,B,B,H,H,B,3.6667,7,2,1,1.5,H,H,B,B,H,H,B
576,"Bahar, Gaud / Gaudi Bahar",Kafi,7 (12am - 3am),NSRGm - RP - mPDNS',S' - DnP - mDnS' DnP - mP - gm - RS,m,S,NSRGm Gm RP - mnDNS' DnP - gmRS,Mishra/Sankeerna,H,H,H,H,H,H,H,H,H,K,H,H,H,K,3.2857,7,2,1,1.5,H,H,B,H,H,H,B
588,"Bahar, Jog / Jog Bahar",Kafi,7 (12am - 3am),S - G - m - P - n - S' -,S' - D - N - S' - n - P - m - P - g - m - R - S - 'n - g - S,m,S,P'nSG - 'nSm - mP Gm nDNS' nP mGm gS,Mishra/Sankeerna,H,A,H,H,H,A,K,H,H,K,H,H,H,B,3.2308,7,2,1,1.5,H,H,B,H,H,H,B
589,"Bahar, Shahana / Shahana Bahar",Kafi,7 (12am - 3am),S - R - g - m - P - g - m - n - D - N - S',S' - D - n - P - m - P - g - m - R - S,m,S,SRg~mP - gmD - nP - mnDNS',Mishra/Sankeerna,H,H,K,H,H,H,B,H,H,K,H,H,H,K,3.4667,7,2,1,1.5,H,H,K,H,H,H,B
594,Jogeshvaree,Kafi,7 (12am - 3am),S - G - m - D - n - S',S' - n - D - m - (R)G - m - g - S,m,S,D'nSG - (R)Gm - Gm-(S)g - 'n gS,Audav - Audav,H,A,H,H,A,H,K,H,H,B,H,A,H,K,3.25,7,2,1,1.5,H,H,B,H,A,H,K
351,"Kedar, Sangam",Kalyan,7 (12am - 3am),S - G - M - P - D - N - S',"S' - D - P - M, m - P, G - m - R - S",m,S,,Shadav - Shadav,H,A,H,T,H,H,H,H,H,H,B,H,H,A,3.6154,7,2,1,1.5,H,H,H,B,H,H,H
335,Madhuri,Khamaaj,7 (12am - 3am),"S - g, P - N - S'","S' - n, P - G, P - m, 'n - S",m,S,,Audav - Audav,H,A,K,A,H,A,H,H,A,H,H,H,A,K,2.8889,7,2,1,1.5,H,A,B,H,H,A,B
508,"Ranjani, Kaushik",,7 (12am - 3am),S - R - g - m - d - N - S',S' - N - d - m - g - R - S,m,S,N - d - m - g - R - g - m - R - S,Shadav - Shadav,H,H,K,H,A,K,H,H,H,K,H,A,K,H,3.5,7,2,1,1.5,H,H,K,H,A,K,H
521,Neelkauns,,7 (12am - 3am),S - g - m - M - D - n - S',S' - n - D - M - m - g - m - g - S,m,S,g - m - M - D - n - D - M - m - g/S,Audav - Audav,H,A,K,B,A,H,K,H,A,K,B,A,H,K,3.8333,7,2,1,1.5,H,A,K,B,A,H,K
528,"Kauns, Surya",,7 (12am - 3am),S - R - G - m - G - m - d - N - S',S' - N - d - P - m - G - m - g - S,m,S,"d - 'N - S - R - G -  m - G, Gm - g - S",Shadav - Sampoorna,H,H,H,H,A,K,H,H,A,B,H,H,K,H,3.1538,7,2,1,1.5,H,H,B,H,H,K,H
410,Kanada,Asavari,7 (12am - 3am),n - S - R - g - m - P - n - S',S' - n - P - g - m - R - S,P,S,S'PnP - nPg - gm - RS,Audav - Shadav,H,H,K,H,H,A,K,H,H,K,H,H,A,K,3.1667,7,2,1,1.5,H,H,K,H,H,A,K
495,"Bhairavi, Anand",Asavari,7 (12am - 3am),S - R - g - m - P - d - n - S',S' - n - d - P - m - g - R - S,P,S,n - S - g - m - d - P - g - m - g - R - S,Sampoorna - Sampoorna,H,H,K,H,H,K,K,H,H,K,H,H,K,K,3.1429,7,2,1,1.5,H,H,K,H,H,K,K
582,"Bahar, Adana / Adana Bahar",Asavari,7 (12am - 3am),S - g - m - D - n - S',S' - N - S'R'S' - d - n - P - m - P - g - m - R - S,P,S,gm nD NS'R'S' (n)d - nP S',Mishra/Sankeerna,H,A,K,H,A,H,K,H,H,K,H,H,K,B,3.3846,7,2,1,1.5,H,H,K,H,H,B,B
270,Chandrika,Bilawal,7 (12am - 3am),S - R - m - P - N - S',"S' - D - P, m - P - D, P - m - R, 'N - S",P,S,,Shadav - Shadav,H,H,A,H,H,A,H,H,H,A,H,H,H,H,3.2727,7,2,1,1.5,H,H,A,H,H,H,H
294,Lajwanti,Bilawal,7 (12am - 3am),"N - S, G - R, m - G, P - D - m - P - S'","S' - P, D - m, P - G, m - P - R - S",P,S,,Sampoorna - Sampoorna,H,H,H,H,H,H,H,H,H,H,H,H,H,A,3.0769,7,2,1,1.5,H,H,H,H,H,H,H
103,"Kanada, Kafi",Kafi,7 (12am - 3am),S - R - R - g - m - R - n - D - P - m - P - S',S' - n - D - P - n - P - m - P - g - m - R - S,P,S,S - S - R - R - g - g - m - m - P,Sampoorna - Sampoorna,H,H,K,H,H,H,K,H,H,K,H,H,H,K,3.2857,7,2,1,1.5,H,H,K,H,H,H,K
169,"Ranjani, Shiv / Shivaranjani",Kafi,7 (12am - 3am),S - R - g - P - D - S',S' - D - P - g - R - S,P,S,SRgR S 'DS RgR - gPgR S,Audav - Audav,H,H,K,A,H,H,A,H,H,K,A,H,H,A,3.2,7,2,1,1.5,H,H,K,A,H,H,A
401,"Sindhura, Chhaya",Kafi,7 (12am - 3am),S - R - m - P - D - m - P - N - S',S' - R' - n - D - P - m - G - m - P - g - R - S,P,S,m - P - D - m - P - N - S' - R' - n - D - P - m - G - m - P - g - R - S,Audav - Sampoorna,H,H,A,H,H,H,H,H,H,B,H,H,H,K,3.2857,7,2,1,1.5,H,H,B,H,H,H,B
591,"Bahar, Hamiri / Hamir Bahar",Kafi,7 (12am - 3am),S - R - G - m - P - g - m - n - D - N - S',S' - N - D - P - M - P - G - m - R - S,P,S,Sm - GmDNS' (N)DP - mGm nDNS',Mishra/Sankeerna,H,H,B,H,H,H,B,H,H,H,B,H,H,H,3.6471,7,2,1,1.5,H,H,B,B,H,H,B
234,"Todi, Darbari",Todi,2 (9am - 12pm),S - r - g - M - d - N - S',S' - N - d - P - M - P - d - n - d - P - M - g - r - S,d,g,MdNS' dnP Mg rgrS,Shadav - Sampoorna,H,K,K,T,A,K,H,H,K,K,T,H,K,B,4.3571,2,3,4,3.5,H,K,K,T,H,K,B
468,"Basant, Maru",,7 (12am - 3am),"S - m - G - M - P, M - d - N - S'",S' - N - d - P - M - G - R - S,P,S,"M - d - S' - N - d - P, M - G - RS - R - S, Sm - G",Mishra/Sankeerna,H,A,H,B,H,K,H,H,H,H,T,H,K,H,3.6429,7,2,1,1.5,H,H,H,B,H,K,H
545,"Kanada, Kaunsi (Bageshree Ang)",Kafi,7 (12am - 3am),"n - S - g - m - P - n - P, m - D - n - S'",S' - D - n - P - m - P - D - m - P - g - m - R - S,m,S',m - D - n - R' - S' - n - P - m - P - g - m - R - S,Mishra/Sankeerna,H,A,K,H,H,H,K,H,H,K,H,H,H,K,3.1538,7,2,1,1.5,H,H,K,H,H,H,K
117,"Khamaj, Manjh",Khamaaj,7 (12am - 3am),"S - R - G - P - m, G - m - P - D - n - D, P - D - N - S'","S' - n - D - P - m, G - R - G - P - m, G - R - S",,,,Sampoorna - Sampoorna,H,H,H,H,H,H,B,H,H,H,H,H,H,K,3.3333,7,0,0,0,H,H,H,H,H,H,B
322,Jayant,Kafi,8 (3am - 6am),S - g - m - P - D - S',"S' - n - D - P, m - g - S",G,D,,Audav - Shadav,H,A,K,H,H,H,A,H,A,K,H,H,H,K,2.8182,8,3,4,3.5,H,A,K,H,H,H,K
334,Mevada,Bilawal,8 (3am - 6am),S - R - G - m - P - D - N - S',S - N - D - P - m - G - R - S,D,G,m - GRG - S - RmPD - PDNDP - Gm - GRS,Sampoorna - Sampoorna,H,H,H,H,H,H,H,H,H,H,H,H,H,H,3.2857,8,4,3,3.5,H,H,H,H,H,H,H
76,Hindol,Kalyan,8 (3am - 6am),S - G - M - D - S',S' - (N) D - M - G - S,D,G,S' - MDS' DM G - MG- S,Audav - Audav,H,A,H,T,A,H,A,H,A,H,T,A,H,H,4,8,4,3,3.5,H,A,H,T,A,H,H
227,"Hindol, Sampoorna",Kalyan,8 (3am - 6am),"S - M - g, (D)M - (N)D - S'","S' - (N)D - M - g, P - (M)G, M - G - S(R) - 'D - S",D,G,"M - (N)D - S', S - (N)D - M - G, P - (M) - G, S - (R)'D - S",Audav - Sampoorna,H,A,K,T,A,H,H,H,H,B,T,H,H,H,4.1538,8,4,3,3.5,H,H,B,T,H,H,H
367,"Ranjani, Kaam",Todi,2 (9am - 12pm),S - r - g - r - M - P - d - N - S',S' - N - d - M - g - r - g - S,D,G,,Sampoorna - Shadav,H,K,K,T,H,K,H,H,K,K,T,A,K,H,4.3077,2,4,3,3.5,H,K,K,T,H,K,H
323,Jaiwanti,Todi,2 (9am - 12pm),"S - r - g, M - P - S'","S' - d - P, M - g - r - S",S,P,,Audav - Shadav,H,K,K,T,H,A,A,H,K,K,T,H,K,A,3.9091,2,1,2,1.5,H,K,K,T,H,K,A
178,"Todi, Gujari",Todi,2 (9am - 12pm),S - r - g - M - d - N - S',S' - N - d - M - g - r - S,d,r,M - d - N - d - M - g - r - g - r - S,Shadav - Shadav,H,K,K,T,A,K,H,H,K,K,T,A,K,H,4.5,2,3,6,4.5,H,K,K,T,A,K,H
524,Sohani Pancham,Marwa,8 (3am - 6am),S - G - M - D - N - S',S' - N - D - M - G - GmPDP S'- N - D - Gm - G - M - G - r - S,D,G,GmPDPP S' - NDGmG - MGrS,Mishra/Sankeerna,H,A,H,T,A,H,H,H,K,H,B,H,H,H,4,8,4,3,3.5,H,K,H,B,H,H,H
553,"Basant, Malati",Marwa,8 (3am - 6am),S - G - M - D - S',"S' - N - r' - N - D - M - G, S mMm G - M - G - r - S",D,G,NrMG - MDS' - Nr'N (D)MG - Sm MmG - MGrS,Audav - Shadav,H,A,H,T,A,H,A,H,K,H,B,A,H,H,4,8,4,3,3.5,H,K,H,B,A,H,H
558,Bibhas (Deskar Ang),Marwa,8 (3am - 6am),S - r - G - P - D - S',S' - D - P - G - r - S,D,G,GPD GP G - PG r S,Audav - Audav,H,K,H,A,H,H,A,H,K,H,A,H,H,A,3.2,8,4,3,3.5,H,K,H,A,H,H,A
259,Girija / Audav Bhairav / Kauns Gandhar,Bhairav,8 (3am - 6am),S - G - m - d - N - S',S' - N - d - m - G - S,S,m,G m d N d m G,Audav - Audav,H,A,H,H,A,K,H,H,A,H,H,A,K,H,3,8,1,2,1.5,H,A,H,H,A,K,H
329,"Bahar, Paraj",Poorvi,8 (3am - 6am),S - m - g - m - n - D - N - S',S' - N - d - P - M - P - G - m - G - M - G - r - S,S,P,N - d - P - G - m - G - m - n - D - N - S',Sampoorna - Sampoorna,H,A,K,H,A,H,B,H,K,H,B,H,K,H,3.7143,8,1,2,1.5,H,K,B,B,H,B,B
20,Basant / Vasant / Wasant,Poorvi,8 (3am - 6am),S - G - M - d - N - S' / S -m - G - M - d - N - S',"S' - N - d - P - M - G, M - G - r - S",S',P,"MdS'NdP, MGM-G MGrS - SmG - NdP",Audav - Sampoorna,H,A,H,B,A,K,H,H,K,H,T,H,K,H,3.8462,8,1,2,1.5,H,K,H,B,H,K,H
593,"Bhairav, Paraj / Paraji Bhairav / Sundar Kali",Bhairav,8 (3am - 6am),S - r - G - m - P - d - N - d - M - d - S',S' - N - d - P - M - G - m - G - P - m - G - r - S,d,r,GmPdNd Md S' - NdP M GmG GmPm Gm r S,Mishra/Sankeerna,H,K,H,B,H,K,H,H,K,H,B,H,K,H,3.75,8,3,6,4.5,H,K,H,B,H,K,H
327,Dhanya Dhaivat,Marwa,8 (3am - 6am),"S - r - G, P - D - S'","S' - D - P, G - r - S",D,r,,Audav - Audav,H,K,H,A,H,H,A,H,K,H,A,H,H,A,3.2,8,4,6,5,H,K,H,A,H,H,A
352,Hevitri,Bhairav,8 (3am - 6am),S - r - G - m - P - D - S',S' - n - D - P - m - G - r - S,P,r,,Shadav - Sampoorna,H,K,H,H,H,H,A,H,K,H,H,H,H,K,3.1538,8,2,6,4,H,K,H,H,H,H,K
283,"Ranjani, Megh",Bhairav,8 (3am - 6am),"N - r - G, m, N - S'","r' - S', N - m, G, m - r - G - r - S",m,S,,Audav - Audav,H,K,H,H,A,A,H,H,K,H,H,A,A,H,3.6,8,2,1,1.5,H,K,H,H,A,A,H
342,Lalitkali,Bhairav,8 (3am - 6am),"N - r - G - m, M - m, G - P, d - n - d - P, M - d, S'","r' - N - d - P, G - M - m - G, M - G - r - S'",m,S,,Sampoorna - Sampoorna,H,K,H,B,H,K,B,H,K,H,B,H,K,H,3.8235,8,2,1,1.5,H,K,H,B,H,K,B
418,"Bageshree, Komal",Bhairavi,8 (3am - 6am),S - g - m - d - n - S',"S' - n - d - m, P - d - m, g -  r  - S",m,S,"g - m - n - d, m - P - d - m, g - m - g - r - S",Audav - Sampoorna,H,A,K,H,A,K,K,H,K,K,H,H,K,K,3.1667,8,2,1,1.5,H,K,K,H,H,K,K
601,Deepawali / Dipavali,Kalyan,8 (3am - 6am),N - R - G - m - M - G - M - D - N - S',S' - N - D - M - G - m - M - G - R - S,m,S,"N'D'NRG - GmMmG - MGRS, MDNS'NDMmG - MGRS",Shadav - Shadav,H,H,H,B,A,H,H,H,H,H,B,A,H,H,4,8,2,1,1.5,H,H,H,B,A,H,H
544,Sampoorna Pancham,Marwa,8 (3am - 6am),S - G - M - D - N - S',S' - N - D - P - D - M - G - m - S - G - M - G - r - S,m,S,"D'NS m - G, NDP-DMGm - GMGrS",Audav - Sampoorna,H,A,H,T,A,H,H,H,K,H,B,H,H,H,4,8,2,1,1.5,H,K,H,B,H,H,H
587,"Basant, Aadi / Adi Basant",Marwa,8 (3am - 6am),S - m - G - m - D - N - S',S' - R' - N - D - P - m - G - M - G - r - S,m,S,G - m - D - N - D - P - m - G - m - G - r - S - m,Vakra,H,A,H,H,A,H,H,H,B,H,B,H,H,H,3.7143,8,2,1,1.5,H,B,H,B,H,H,H
121,Lalit / Lalat,Poorvi,8 (3am - 6am),N - r - G - m - M - m - G - M - d - N - S',S' - Nr' - N - d - Mm - G - MG - r - S,m,S,Nr Gm MmG -  dMd - MG - MG rS - 'Nrm,Shadav - Shadav,H,K,H,B,A,K,H,H,K,H,B,A,K,H,4,8,2,1,1.5,H,K,H,B,A,K,H
547,Lalit Pancham (Komal Dhaivat Ka),Poorvi,8 (3am - 6am),"N - r - G - m, M - G - M - d - N - S'",S' - N - d - M - m - G - P - G - r - S,m,S,G - m - M - m - G - P - G - r - S,Vakra,H,K,H,B,A,K,H,H,K,H,B,H,K,H,3.8667,8,2,1,1.5,H,K,H,B,H,K,H
511,"Ranjani, Guna",,8 (3am - 6am),S - r - m - M - D - S',S' - D - M - m - r - S,m,S,"D - M - m, m - r, r - S",Mishra/Sankeerna,H,K,A,B,A,H,A,H,K,A,B,A,H,A,4,8,2,1,1.5,H,K,A,B,A,H,A
33,Bhankar,Bhairav,8 (3am - 6am),"N - r - S,G - m - P, G - M - D - M - G, M - D - S'Nr'S'","S' - r' - N - D, M - m - G, m - G - r - S",P,S,"S' - r' - N - D - M - m, G - m - r - S",Sampoorna - Sampoorna,H,K,H,B,H,H,H,H,K,H,B,A,H,H,4,8,2,1,1.5,H,K,H,B,H,H,H
88,Kalingda,Bhairav,8 (3am - 6am),"S - r - G - m - P - (n)d, P - d - N - S'",S' - N - d - P - m - G - r - S,P,S,PdPmG - rS'N - SrGm GrG - rS,Sampoorna - Sampoorna,H,K,H,H,H,K,B,H,K,H,H,H,K,H,3.4,8,2,1,1.5,H,K,H,H,H,K,B
517,"Kalyan, Krishna",Kalyan,8 (3am - 6am),S - R - G - M - P - n - S',S' - n - P - m - G - R - S,P,S,n. - S - R - G - m - P - R - n. - S,Shadav - Shadav,H,H,H,T,H,A,K,H,H,H,H,H,A,K,3.4167,8,2,1,1.5,H,H,H,B,H,A,K
34,Bhatiyar,Marwa,8 (3am - 6am),"S - r - S - G - m, D - P -  G - M - D - S'",r' - N - D - P - m - G - M - G - r - S,m,S',"S - D - P - D - m - P - G - M - D - S, r - N - D - P - D - m - P - G - r - S",Shadav - Sampoorna,H,K,H,B,H,H,A,H,K,H,B,H,H,H,3.7333,8,2,1,1.5,H,K,H,B,H,H,H
534,"Lalit, Shuddha Dhaiwat",Marwa,8 (3am - 6am),"N - r - G - m - M - m, - G - M - D - N - S'",S' - N - D - M - m - G - M - G - r - S,m,S',Nrm - GmMmG - MDMD Mm - MG MG rS,Shadav - Shadav,H,K,H,B,A,H,H,H,K,H,B,A,H,H,4.1429,8,2,1,1.5,H,K,H,B,A,H,H
63,Dhani,Kafi,Anytime in Monsoon,n - S - g - m - P - n - S',S' - n - P - m - g - R - S,g,n,g - m - n - P - g - R - S,Audav - Shadav,H,A,K,H,H,A,K,H,H,K,H,H,A,K,3,A,4,5,4.5,H,H,K,H,H,A,K
134,"Malhar, Miyan",Kafi,Anytime in Monsoon,"NS - mR - P, mP - nDN - S'",S' - NS' - Dn - mP - (m)g~ - mR - S,R,P,"R - P - g - m - R - S, 'n - 'D - 'N - S",Shadav - Sampoorna,H,H,A,H,H,H,B,H,H,K,H,H,H,B,3.6,A,5,2,3.5,H,H,K,H,H,H,B
132,"Malhar, Meera",Asavari,Anytime in Monsoon,"S - (m)R - P, n - D - N - S'","S' - R' - (n)d - (n)d - n - P, m - P, (m)g - (m)g - m - R - S",S,P,"P - n - D, N - S', R' - (n)d - (n)d - n - P",Shadav - Sampoorna,H,H,A,H,H,H,B,H,H,K,H,H,K,K,3.3571,A,1,2,1.5,H,H,K,H,H,B,B
144,Megh,Kafi,Anytime in Monsoon,S - R - m - P - n - S',S' - n - P - m - R - S,S,P,R - R - S - 'n - 'P - R - S,Audav - Audav,H,H,A,H,H,A,K,H,H,A,H,H,A,K,3,A,1,2,1.5,H,H,A,H,H,A,K
292,"Malhar, Megh",Kafi,Anytime in Monsoon,S - R - P - m - P - n - (D)N - S',S' - n - P - m - R - g~ - m - R - S,S,P,n - 'P - R - g~ - m - R - S,Audav - Audav,H,H,A,H,H,H,B,H,H,K,H,H,A,K,3.3846,A,1,2,1.5,H,H,K,H,H,H,B
349,Sawan,Kafi,Anytime in Monsoon,S - g - P - G - m - P - N - S',"S' - N - D - P - g, m - G - R, S",S,P,,Shadav - Sampoorna,H,A,B,H,H,A,H,H,H,B,H,H,H,H,3.2143,A,1,2,1.5,H,H,B,H,H,H,H
427,"Malhar, Gandhi",,Anytime in Monsoon,S - m - R - P - m - P - n - D - N - S',S' - D - n - m - P - G - m - P - D - G - g - m - P - m - R - S,S,P,"P - 'n - D - N - S, m - R - P",Shadav - Sampoorna,H,H,A,H,H,H,B,H,H,B,H,H,H,K,3.4,A,1,2,1.5,H,H,B,H,H,H,B
171,Sindhura,Kafi,Anytime in Monsoon,S - R - m - P - D - S',R' - N - S' - n - D - P - m - g - R - S,S',P,,Audav - Sampoorna,H,H,A,H,H,H,A,H,H,K,H,H,H,B,3.3077,A,1,2,1.5,H,H,K,H,H,H,B
138,"Malhar, Sur / Soordasi Malhar",Kafi,Anytime in Monsoon,S - R - m - P - n - D - m - P - N - S' / mP n-DN-S',S' - n - D - m - P - n - D - P - m - R - S / S' - nDP - mPnP mR - g~m R 'NS,P,R,RmR 'NS/ S'- nD mPnDP,Audav - Shadav,H,H,A,H,H,H,B,H,H,K,H,H,H,B,3.6,A,2,5,3.5,H,H,K,H,H,H,B
137,"Malhar, Ramdasi",Kafi,Anytime in Monsoon,S - mR - P - GmPDN - DPm - m - P - n - (D)N - S',S' - Dn P - mG - mP - (m)g(m)g - mR - S,m,S,(m)R-P - (m)GmPDN-S' - nnPmP (m)g-gm RS,Sampoorna - Sampoorna,H,H,H,H,H,H,B,H,H,B,H,H,H,K,3.375,A,2,1,1.5,H,H,B,H,H,H,B
202,"Malhar, Charju Ki",Kafi,Anytime in Monsoon,"S - m - R - P, n - N - S'","S' - P - D - P, (m)g - (m)g - m - P - m - mR - S",m,S,S - N - D - P - G - R,Audav - Shadav,H,H,A,H,H,A,B,H,H,K,H,H,H,A,3.25,A,2,1,1.5,H,H,K,H,H,H,B
567,"Malhar, Gaud (Komal Gandhar Ka)",Kafi,Anytime in Monsoon,S - m - R - P - m - P - D - S',S' - NS' R'S' - n - P - mPDS' - DnP - g - gm - RS,m,S,mR-P - mPDS' DnP - nP g - gm RS,Audav - Sampoorna,H,H,A,H,H,H,A,H,H,K,H,H,H,B,3.3077,A,2,1,1.5,H,H,K,H,H,H,B
226,"Kedar, Sawani",Kalyan,Anytime in Monsoon,"S - R - S - m, m - (G) P, M - P - n - D - N - S'","S' - D - n - m - P, DP - m, S - R - S",m,S,"S - R - S - 'N - 'n - ('n)'m - 'P, 'P - S, S - m - (m)R - S",Shadav - Shadav,H,H,H,B,H,H,B,H,H,A,H,H,H,K,3.6,A,2,1,1.5,H,H,H,B,H,H,B
130,"Malhar, Gaud",Khamaaj,Anytime in Monsoon,"S - R - G - m - R - P, m - P - n - D - N - S'",S' - D - n - P - m - P - m - R - G - R - S,m,S,"S - R - G - m, mR - P - n - Dn - P - m, G - m - R - S",Sampoorna - Shadav,H,H,H,H,H,H,B,H,H,H,H,H,H,K,3.3333,A,2,1,1.5,H,H,H,H,H,H,B
566,"Malhar, Gaud (Khamaj Ang Ka)",Khamaaj,Anytime in Monsoon,S - m - R - P - m - P - D - S',S' - D - n - P - m - G - R - S,m,S,mPDS' DPm - DnS' DnP mG RS - mR-P,Vakra,H,H,A,H,H,H,A,H,H,H,H,H,H,K,3,A,2,1,1.5,H,H,H,H,H,H,K
568,"Malhar, Gaud (Gandhar Varjit)",Khamaaj,Anytime in Monsoon,S - m - R - P - m - P - D - N - S',S' - NS' - D - n - P - m - R - S,m,S,mR-P - mPDS' - DPm - RP - DnP - m - RS,Audav - Shadav,H,H,A,H,H,H,H,H,H,A,H,H,H,B,3.4615,A,2,1,1.5,H,H,A,H,H,H,B
